id,count,site,locality,date,vaccine_type,posted,website
1389995579829194754,,Cvs - Lynn,Lynn,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09byrf
1389995579829194754,,Cvs - Malden,Malden,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09byrf
1389995579829194754,,Cvs - Mansfield,Mansfield,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09byrf
1389995578550018050,,Cvs - East Wareham,East Wareham,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Everett,Everett,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Fairhaven,Fairhaven,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Fall River,Fall River,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Fitchburg,Fitchburg,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Foxborough,Foxborough,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Framingham,Framingham,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Franklin,Franklin,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Georgetown,Georgetown,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Gloucester,Gloucester,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Granby,Granby,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Greenfield,Greenfield,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Groton,Groton,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Hadley,Hadley,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Hanover,Hanover,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Hanson,Hanson,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Harwich,Harwich,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995578550018050,,Cvs - Haverhill,Haverhill,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Burlington,Burlington,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Cambridge,Cambridge,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Charlton City,Charlton City,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Chatham,Chatham,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Chelmsford,Chelmsford,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Chelsea,Chelsea,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Chestnut Hill,Chestnut Hill,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Chicopee,Chicopee,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Clinton,Clinton,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Concord,Concord,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Danvers,Danvers,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Dedham,Dedham,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Dorchester,Dorchester,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - Dracut,Dracut,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - East Boston,East Boston,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - East Falmouth,East Falmouth,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995577597902850,,Cvs - East Longmeadow,East Longmeadow,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Abington,Abington,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Acton,Acton,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Agawam,Agawam,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Allston,Allston,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Amesbury,Amesbury,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Amherst,Amherst,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Arlington,Arlington,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Ashland,Ashland,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Attleboro,Attleboro,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Bedford,Bedford,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Belchertown,Belchertown,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Bellingham,Bellingham,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Belmont,Belmont,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Beverly,Beverly,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Boston,Boston,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Bourne,Bourne,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Braintree,Braintree,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Brighton,Brighton,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Brockton,Brockton,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1389995576708710410,,Cvs - Brookline,Brookline,2021-05-05 17:29:05,,2021-05-05 17:29:05,https://t.co/cvau09jxzh
1390009233714913281,,306 Costco - Danvers,Danvers,2021-05-05 18:23:21,,2021-05-05 18:23:21,https://t.co/qzzoz7brnd
1390009233714913281,,306 Costco - Enfield,Enfield,2021-05-05 18:23:21,,2021-05-05 18:23:21,https://t.co/qzzoz7brnd
1390009233714913281,,306 Costco - Everett,Everett,2021-05-05 18:23:21,,2021-05-05 18:23:21,https://t.co/qzzoz7brnd
1390009233714913281,,306 Costco - Nashua,Nashua,2021-05-05 18:23:21,,2021-05-05 18:23:21,https://t.co/qzzoz7brnd
1390009233714913281,,306 Costco - W.springfield,W.springfield,2021-05-05 18:23:21,,2021-05-05 18:23:21,https://t.co/qzzoz7brnd
1390009233714913281,,306 Costco - Waltham,Waltham,2021-05-05 18:23:21,,2021-05-05 18:23:21,https://t.co/qzzoz7brnd
1390008137260883977,90,Lowell General Hospital,,2021-05-27 00:00:00,,2021-05-05 18:18:59,https://t.co/xpeg2t70ym
1390008136422023172,90,Lowell General Hospital,,2021-05-25 00:00:00,,2021-05-05 18:18:59,https://t.co/xpeg2t70ym
1390007727586435078,90,Lowell General Hospital,,2021-05-22 00:00:00,,2021-05-05 18:17:22,https://t.co/xpeg2t70ym
1390007284340768769,138,Lowell General Hospital,,2021-05-21 00:00:00,,2021-05-05 18:15:36,https://t.co/xpeg2t70ym
1390005987889778690,90,Lowell General Hospital,,2021-05-20 00:00:00,,2021-05-05 18:10:27,https://t.co/xpeg2t70ym
1390005038869778444,90,Lowell General Hospital,,2021-05-18 00:00:00,,2021-05-05 18:06:40,https://t.co/xpeg2t70ym
1390004575395008518,90,Lowell General Hospital,,2021-05-17 00:00:00,,2021-05-05 18:04:50,https://t.co/xpeg2t70ym
1390024848785743873,22,147 Pelham St.,Methuen,2021-05-12 00:00:00,,2021-05-05 19:25:24,https://t.co/dtw8na4h3f
1390024847959408640,24,147 Pelham St.,Methuen,2021-05-11 00:00:00,,2021-05-05 19:25:23,https://t.co/dtw8na4h3f
1390024846965415937,24,147 Pelham St.,Methuen,2021-05-10 00:00:00,,2021-05-05 19:25:23,https://t.co/dtw8na4h3f
1390023479622258692,25,Central Plaza - 2 Water St.,Haverhill,2021-05-13 00:00:00,,2021-05-05 19:19:57,https://t.co/dtw8na4h3f
1390023478535917569,27,Central Plaza - 2 Water St.,Haverhill,2021-05-12 00:00:00,,2021-05-05 19:19:57,https://t.co/dtw8na4h3f
1390023477470580740,27,Central Plaza - 2 Water St.,Haverhill,2021-05-11 00:00:00,,2021-05-05 19:19:57,https://t.co/dtw8na4h3f
1390023476518572039,27,Central Plaza - 2 Water St.,Haverhill,2021-05-10 00:00:00,,2021-05-05 19:19:56,https://t.co/dtw8na4h3f
1390022648671920130,24,147 Pelham St.,Methuen,2021-05-08 00:00:00,,2021-05-05 19:16:39,https://t.co/dtw8na4h3f
1390018295919751174,,Cvs - Weymouth,Weymouth,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018295919751174,,Cvs - Whitinsville,Whitinsville,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018295919751174,,Cvs - Whitman,Whitman,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018295919751174,,Cvs - Wilbraham,Wilbraham,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018295919751174,,Cvs - Winthrop,Winthrop,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018295919751174,,Cvs - Woburn,Woburn,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018295919751174,,Cvs - Worcester,Worcester,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018295919751174,,Cvs - Wrentham,Wrentham,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Taunton,Taunton,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Tewksbury,Tewksbury,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Uxbridge,Uxbridge,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Wakefield,Wakefield,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Walpole,Walpole,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Waltham,Waltham,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Ware,Ware,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Wareham,Wareham,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Watertown,Watertown,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Wayland,Wayland,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Wellesley,Wellesley,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - West Boylston,West Boylston,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - West Roxbury,West Roxbury,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - West Springfield,West Springfield,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Westfield,Westfield,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Westford,Westford,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Westport,Westport,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018294854340611,,Cvs - Westwood,Westwood,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - South Dartmouth,South Dartmouth,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - South Dennis,South Dennis,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - South Easton,South Easton,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - South Hamilton,South Hamilton,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - South Weymouth,South Weymouth,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - South Yarmouth,South Yarmouth,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - Southbridge,Southbridge,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - Southwick,Southwick,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - Spencer,Spencer,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - Springfield,Springfield,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - Stoneham,Stoneham,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - Sturbridge,Sturbridge,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - Sudbury,Sudbury,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - Swampscott,Swampscott,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018293898137605,,Cvs - Swansea,Swansea,2021-05-05 18:59:21,,2021-05-05 18:59:21,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Pembroke,Pembroke,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Plainville,Plainville,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Plymouth,Plymouth,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Provincetown,Provincetown,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Randolph,Randolph,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Revere,Revere,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Rockland,Rockland,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Roslindale,Roslindale,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Rowley,Rowley,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Salem,Salem,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Salisbury,Salisbury,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Sandwich,Sandwich,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Saugus,Saugus,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Seekonk,Seekonk,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Sharon,Sharon,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - Somerville,Somerville,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - South Attleboro,South Attleboro,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018292887212033,,Cvs - South Boston,South Boston,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - Newburyport,Newburyport,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - Newton,Newton,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - North Adams,North Adams,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - North Andover,North Andover,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - North Attleboro,North Attleboro,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - North Attleborough,North Attleborough,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - North Dartmouth,North Dartmouth,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - North Easton,North Easton,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - Northampton,Northampton,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - Northborough,Northborough,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - Norwell,Norwell,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - Norwood,Norwood,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - Orleans,Orleans,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - Palmer,Palmer,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018291759034368,,Cvs - Peabody,Peabody,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Mansfield,Mansfield,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Marblehead,Marblehead,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Marlborough,Marlborough,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Marshfield,Marshfield,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Marstons Mills,Marstons Mills,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Mashpee,Mashpee,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Mattapan,Mattapan,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Medfield,Medfield,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Medford,Medford,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Medway,Medway,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Melrose,Melrose,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Methuen,Methuen,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Milford,Milford,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Millbury,Millbury,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Millis,Millis,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Milton,Milton,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - Needham,Needham,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018290701979652,,Cvs - New Bedford,New Bedford,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Haverhill,Haverhill,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Hingham,Hingham,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Holbrook,Holbrook,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Holden,Holden,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Holliston,Holliston,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Holyoke,Holyoke,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Hyannis,Hyannis,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Ipswich,Ipswich,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Jamaica Plain,Jamaica Plain,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Kingston,Kingston,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Lanesborough,Lanesborough,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Leominster,Leominster,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Lexington,Lexington,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Littleton,Littleton,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Longmeadow,Longmeadow,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Lowell,Lowell,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Ludlow,Ludlow,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Lynn,Lynn,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018289615659009,,Cvs - Malden,Malden,2021-05-05 18:59:20,,2021-05-05 18:59:20,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - East Longmeadow,East Longmeadow,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - East Wareham,East Wareham,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Everett,Everett,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Fairhaven,Fairhaven,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Fall River,Fall River,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Fitchburg,Fitchburg,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Foxborough,Foxborough,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Framingham,Framingham,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Franklin,Franklin,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Georgetown,Georgetown,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Gloucester,Gloucester,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Granby,Granby,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Greenfield,Greenfield,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Groton,Groton,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Hadley,Hadley,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Hanover,Hanover,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Hanson,Hanson,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
1390018288579719179,,Cvs - Harwich,Harwich,2021-05-05 18:59:19,,2021-05-05 18:59:19,https://t.co/cvau09jxzh
